code_pdv_texte,code_pdv,Vague,**nom_restaurant**,**reseau**,**code_direction**,REGION<br>GLOBALE,**code_region**,REGION,**statut_pdv**,id_readings,vague,nom_restaurant,region,date_mel,statut_integration,affluence,sequence,joker,syntaxe,fdv,hdv,sexe,age,f600,f600_comment,1.1 - Courtoisie et aimabilité du personnel,1.2 - Compétence du personnel,"1.3 - Perception du personnel (souriant, dynamique, professionnel)",1.4 - Interaction avec le client,1.5 - Gestion de l'affluence,2.1 - Qualité des plats,2.2 - Variété des plats,2.3 - Cuisson et température des aliments,2.4 - Assaisonnement des aliments,2.5 - Disponibilité des plats,3.1 - Propreté générale du restaurant,3.2 - Propreté des toilettes,3.3 - Propreté et rangement des tables,3.4 - Propreté des couverts et assiettes,"3.5 - Propreté des espaces de service (buffets, stands)",4.1 - Décoration et agencement du restaurant,4.2 - Bruit dans le restaurant,"4.3 - Espace (espacement entre les tables, taille du restaurant)",4.4 - Environnement pour les enfants,5.1 - Présence de déchets,5.2 - Nettoyage et débarrassage des tables,5.3 - Fréquence du réapprovisionnement des buffets,6.1 - Gestion du temps d'attente,6.2 - Rapidité du service en caisse,6.3 - Gestion de l'affluence,7.1 - Variété et qualité des légumes,7.2 - Presence de sauce sur assiette,7.3 - Assaisonnement des accompagnements,7.4 - Disponibilité des sauces,8.1 - Connaissance du personnel sur les produits,8.2 - Disponibilité des produits comme les crêpes,8.3 - Problèmes techniques impactants l'offre de produits,9.1 - Accessibilité du restaurant,9.2 - Places de parking,9.3 - Aménagement de la terrasse,10. - Prix,11. - Communication,12. - Poisson
95,95,août-23,ROANNE,COMPAGNIE,DO_4,SUD,R_30,CENTRE EST,Actif,347554,41,56,23,11/08/2023,1,2,SOIR SEMAINE,0,6,08/01/2023,19:12:00,Femme,62,2,Les lieux sont propres et en bon état. Le personnel en caisse est souriant et courtois. Les plats sont bons et à bonne température.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51,51,juil.-23,MARSEILLE VITROLLES,COMPAGNIE,DO_4,SUD,R_27,GRAND SUD EST,Actif,347507,40,27,24,24/07/2023,1,2,MIDI SEMAINE,1,6,7/18/2023,12:10:00,Homme,62,2,Les plats sont variés et il y a suffisamment de choix pour satisfaire le plus grand nombre. Le buffet des légumes à volonté est ce qui mattire le plus. La qualité des produits par rapport aux tarifs mérite le détour.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
295,295,août-23,FRANCONVILLE,COMPAGNIE,DO_3,NORD,R_28,PARIS EST,Actif,347587,41,106,28,11/08/2023,1,2,SOIR SEMAINE,0,6,08/02/2023,19:34:00,Femme,37,2,"Le restaurant était propre et les tables débarrassées. C'était un cadre agréable et familial, mais il n'y avait pas beaucoup de choix au niveau des buffets.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
366,366,août-23,MANOSQUE,FRANCHISE,DO_6,SUD,R_13,CENTRE EST,Actif,347603,41,127,23,11/08/2023,1,2,SOIR SEMAINE,0,6,08/03/2023,19:45:00,Femme,32,1,Je passe un agréable moment. Le restaurant est moyennement rempli. C'est très calme et propre.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
359,359,août-23,ALENCON,FRANCHISE,DO_6,SUD,R_12,OUEST,Actif,347598,41,121,27,11/08/2023,1,2,SOIR SEMAINE,0,6,08/08/2023,19:33:00,Femme,53,1,Le passage en caisse est rapide et la récupération de nos deux plats se fait de la même manière. Les membres de l'équipe sont très actifs.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,69,août-23,LENS,COMPAGNIE,DO_2,NORD,R_21,NORD EST,Actif,347543,41,41,25,11/08/2023,1,3,SOIR SEMAINE,0,6,08/02/2023,19:08:00,Femme,61,1,"Ce restaurant est très bien. Les stands présentent des plats qui donnent envie par leur présentation et leur fraîcheur. Le personnel est agréable, souriant et très professionnel.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81,81,août-23,AUBAGNE,COMPAGNIE,DO_4,SUD,R_27,GRAND SUD EST,Actif,347547,41,48,24,11/08/2023,1,3,SOIR SEMAINE,0,6,08/01/2023,19:00:00,Homme,44,4,"L'ensemble du personnel croisé au cours de la visite est peu agréable et peu ou pas souriant. La viande est mal cuite et particulièrement petite. Les garnitures sont à peine tièdes. Les tables ne sont pas débarrassées à l'intérieur comme en terrasse. Les membres du personnel, pour certains, sont préoccupés par une conversation privée.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
32,32,sept.-23,PERIGUEUX,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,347694,42,13,22,15/09/2023,1,3,WE FAMILLE,0,6,09/08/2023,19:15:00,Femme,22,2,"La visite est conforme à mes attentes, mais la personne aux plats chauds se montre tout juste aimable, sans sourire, ni formule de politesse. Le restaurant est propre et agréable. Les buffets sont appétissants et bien remplis.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
580,580,août-23,GAP,FRANCHISE,DO_6,SUD,R_13,CENTRE EST,Actif,347626,41,165,23,11/08/2023,1,2,SOIR SEMAINE,0,6,08/01/2023,19:30:00,Homme,60,2,"Le personnel est restreint en nombre alors qu'il y a un peu d'affluence, ce qui fait que le niveau de qualité du service en est un peu affecté. Cependant le rapport qualité prix reste excellent.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
335,335,août-23,PARIS BEAUBOURG,COMPAGNIE,DO_5,NORD,R_28,PARIS NORMANDIE,Actif,347595,41,116,29,11/08/2023,1,2,SOIR SEMAINE,0,6,08/02/2023,19:05:00,Homme,58,1,"Le personnel est souriant et aimable. La nourriture est bonne, chaude et bien assaisonnée.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
45,45,sept.-23,MAUBEUGE LOUVROIL,COMPAGNIE,DO_2,NORD,R_23,NORD EST,Actif,347705,42,22,25,15/09/2023,1,2,WE FAMILLE,0,6,09/09/2023,18:58:00,Femme,48,2,Le personnel est sympathique. Le restaurant est bien entretenu et les employés sont très actifs pour qu'il reste le reste.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
851,851,sept.-23,TOULOUSE PURPAN,FRANCHISE,DO_6,SUD,R_13,GRAND SUD EST,Actif,347726,42,221,24,15/09/2023,1,3,WE FAMILLE,0,6,09/08/2023,19:52:00,Femme,24,3,Les frites ne sont pas bonnes. Le service est froid à lencaissement et la personne a une attitude plutôt nonchalante. Le buffet de légumes est sale.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46,46,août-23,ROUEN BARENTIN,COMPAGNIE,DO_2,NORD,R_28,PARIS NORMANDIE,Actif,347530,41,23,29,11/08/2023,1,2,SOIR SEMAINE,0,6,08/01/2023,19:00:00,Femme,36,1,Le personnel est souriant et sympathique. L'accueil est chaleureux et le repas est bon.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
550,550,août-23,QUIMPER,COMPAGNIE,DO_1,SUD,R_22,OUEST,Actif,347621,41,157,27,11/08/2023,1,2,SOIR SEMAINE,0,6,08/08/2023,19:06:00,Femme,40,2,"Je suis plutôt satisfaite de la restauration et de la politesse de certaines personnes. Pour d'autres, le rapport aux clients est à revoir. Les toilettes ne sont pas très propres.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
597,597,août-23,AIRE D'ARGENTAN,FRANCHISE,DO_6,SUD,R_12,OUEST,Actif,347629,41,171,27,11/08/2023,1,3,MIDI SEMAINE,0,6,08/02/2023,12:05:00,Homme,27,3,Le sol et les tables sont sales. Il y a eu de l'attente. Les prix ne sont pas ceux indiqués sur le site.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
64,64,août-23,CAEN,COMPAGNIE,DO_1,SUD,R_22,OUEST,Actif,347541,41,37,27,11/08/2023,1,2,SOIR SEMAINE,0,6,08/02/2023,18:58:00,Femme,65,2,"Tout est correct. Le repas était bon, la salle est propre. Je suis satisfaite de cette visite.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
391,391,août-23,MONTBELIARD,COMPAGNIE,DO_3,NORD,R_24,PARIS EST,Actif,347608,41,133,28,11/08/2023,1,2,SOIR SEMAINE,0,6,08/02/2023,19:00:00,Femme,39,4,"Le restaurant était sale et il y avait des mouches sur les entrées et les desserts, ce qui est repoussant. Le personnel n'était pas très chaleureux. Il y a eu de l'attente.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
32,32,août-23,PERIGUEUX,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,347521,41,13,22,11/08/2023,1,2,SOIR SEMAINE,0,6,08/03/2023,19:01:00,Homme,71,1,Le restaurant est agréable et très propre. Le personnel côtoyé est souriant et poli et disponible.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
257,257,août-23,STRASBOURG SCHWEIGHOUSE,COMPAGNIE,DO_3,NORD,R_24,PARIS EST,Actif,347582,41,100,28,11/08/2023,1,2,SOIR SEMAINE,0,6,08/02/2023,19:02:00,Homme,62,3,"Plusieurs services sont en panne. Par exemple, le paiement sans contact n'est pas possible et les bippers ne fonctionnent pas. Il y a également une rupture de stock au niveau de la viande pour les grillades, seuls les steaks hachés sont disponibles.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
260,260,août-23,STRASBOURG ILLKIRCH,COMPAGNIE,DO_3,NORD,R_24,PARIS EST,Actif,347584,41,102,28,11/08/2023,1,2,SOIR SEMAINE,0,6,08/07/2023,19:09:00,Homme,68,2,Rien ne va au-delà de mes attentes lors de cette visite. Tout est conforme. Le personnel est souriant et très aimable en caisse et au service du plat. L'opération des moules à volonté fonctionne bien. La décoration évoque la plage au buffet des légumes.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
384,384,août-23,PERTUIS,FRANCHISE,DO_6,SUD,R_13,CENTRE EST,Actif,347606,41,131,23,11/08/2023,1,3,SOIR SEMAINE,0,6,08/03/2023,19:15:00,Homme,44,3,"L'ensemble du restaurant est très bien entretenu, le personnel est cordial et agréable. La cuisson de la viande est parfaite. Cependant, certaines garnitures ne sont pas assez chaudes. L'état des toilettes est quant à lui simplement inacceptable.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
202,202,août-23,MONTPELLIER PEROLS,COMPAGNIE,DO_1,SUD,R_27,GRAND SUD EST,Actif,347569,41,76,24,11/08/2023,1,1,SOIR SEMAINE,0,6,08/03/2023,19:02:00,Femme,58,3,Je déplore l'état des sanitaires et de la vitrine des glaces. Le personnel gère bien l'affluence.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
418,418,août-23,LONGWY MONT ST MARTIN,COMPAGNIE,DO_3,NORD,R_24,NORD EST,Actif,347609,41,135,25,11/08/2023,1,3,SOIR SEMAINE,0,6,08/10/2023,19:21:00,Homme,32,3,"Au moment de ma visite, les sols sont très sales. Le stand de légumes l'est tout autant. Et il a fallu plusieurs minutes d'attente pour que des frites soient remises.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
105,105,août-23,MONTLUCON,FRANCHISE,DO_4,SUD,R_31,CENTRE AQUITAINE,Actif,347558,41,63,22,11/08/2023,1,3,SOIR SEMAINE,0,6,08/03/2023,19:22:00,Homme,72,2,"Les entrées, les légumes et les desserts sont bien présentés, avec un choix assez large. En revanche, il n'y a que des glaces emballées, car le meuble à glaces est en panne.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
259,259,août-23,BLOIS,COMPAGNIE,DO_5,SUD,R_31,OUEST,Actif,347583,41,101,27,11/08/2023,1,1,SOIR SEMAINE,0,6,08/02/2023,19:30:00,Femme,48,2,"Lors de cette visite, rien ne me dérange vraiment, mis à part l'affluence importante qui, pourtant, ne nuit pas au service ou à la durée d'attente, pas plus qu'à la propreté et la disponibilité des produits. Je mange bien et en quantité suffisante. Le personnel est agréable. L'ensemble me laisse un souvenir positif mais pas exceptionnel.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
360,360,août-23,BEYNOST,FRANCHISE,DO_6,SUD,R_10,CENTRE EST,Actif,347599,41,122,23,11/08/2023,1,2,SOIR SEMAINE,0,6,08/07/2023,19:08:00,Homme,77,2,J'ai apprécié ma visite dans ce restaurant pour l'accueil du personnel et pour la présentation des produits.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
549,549,août-23,ST DIZIER,FRANCHISE,DO_6,NORD,R_10,PARIS EST,Actif,347620,41,156,28,11/08/2023,1,1,SOIR SEMAINE,0,6,08/01/2023,19:07:00,Homme,62,3,"Les toilettes sont sales et ne sont pas nettoyées depuis la veille au soir. Il y a un fond sonore, mais il est difficilement perceptible. Le wifi est inactif et il y a peu de réseau.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,2,août-23,LORIENT KERYADO,COMPAGNIE,DO_1,SUD,R_22,OUEST,Actif,347513,41,1,27,11/08/2023,1,2,SOIR SEMAINE,0,6,08/07/2023,19:07:00,Homme,42,1,"Je suis très satisfait du moment que jai pu passer dans ce restaurant. Le personnel est accueillant, la nourriture est bien cuite et savoureuse. Tout est aussi très propre, il ny a rien à redire. C'est vraiment très agréable.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
48,48,août-23,ORLEANS ST JEAN,COMPAGNIE,DO_5,NORD,R_29,PARIS NORMANDIE,Actif,347532,41,25,29,11/08/2023,1,3,SOIR SEMAINE,0,6,08/01/2023,19:10:00,Homme,38,2,"Je suis satisfait. Le restaurant est conforme à mes attentes, mais sans plus. Il ny a pas beaucoup de clients et pas beaucoup de plats aux buffets de légumes à volonté, générant un peu dattente pour se servir. Lodeur désagréable dans les toilettes nuit à la bonne impression de ma visite.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
573,573,août-23,ALBI,FRANCHISE,DO_6,SUD,R_13,GRAND SUD EST,Actif,347624,41,162,24,11/08/2023,1,2,SOIR SEMAINE,0,6,08/01/2023,19:21:00,Femme,58,3,"Je suis partiellement satisfaite de cette visite, car au niveau de la restauration a proprement dit, la nourriture est bonne et copieuse. Toutefois, il serait plus agréable que le sol soit nettoyé plus régulièrement et que lespace toilette sente le propre.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
363,363,sept.-23,EVREUX,FRANCHISE,DO_6,NORD,R_12,PARIS NORMANDIE,Actif,347702,42,124,29,15/09/2023,1,2,WE FAMILLE,0,6,09/08/2023,19:36:00,Femme,53,2,Le personnel est sympathique. Je trouve facilement un plat qui me convient et je suis prise en charge rapidement. Je choisis une table à l'écart.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
62,62,août-23,ORLEANS OLIVET,COMPAGNIE,DO_5,NORD,R_29,PARIS NORMANDIE,Actif,347540,41,35,29,11/08/2023,1,2,SOIR SEMAINE,0,6,08/01/2023,19:15:00,Femme,48,2,"Je mange bien et le service est agréable. Le personnel est à l'écoute du client, souriant. Les produits sont variés, bien présentés, nombreux, en quantité suffisante. Le restaurant est propre et on trouve facilement une table tranquille.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
279,279,août-23,CHAMBERY CHAMNORD,COMPAGNIE,DO_4,SUD,R_30,CENTRE EST,Actif,347586,41,104,23,11/08/2023,1,3,SOIR SEMAINE,0,6,08/08/2023,19:10:00,Femme,74,2,"Le personnel est agréable, poli et souriant. Le buffet des légumes n'est pas très propre.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
91,91,août-23,BOURGES,COMPAGNIE,DO_5,SUD,R_31,CENTRE AQUITAINE,Actif,347552,41,53,22,11/08/2023,1,1,SOIR SEMAINE,0,6,08/01/2023,19:48:00,Femme,61,3,"J'apprécie mon repas, la propreté et la courtoisie du personnel. Le bruit m'empêche d'apprécier pleinement mon dîner, chariots, bruits de vaisselle, cris stridents des enfants dans la zone de jeux. Il y a un fond bruyant permanent avec des pics de bruits agressifs.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
246,246,août-23,LE HAVRE MONTIVILLIERS,COMPAGNIE,DO_2,SUD,R_28,OUEST,Actif,347577,41,93,27,11/08/2023,1,1,SOIR SEMAINE,0,6,08/03/2023,19:22:00,Femme,41,2,"Le personnel reste actif. Les produits sont bons et chauds. Le restaurant est propre, mais les toilettes sont sales.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47,47,août-23,DUNKERQUE,COMPAGNIE,DO_2,NORD,R_25,NORD LITTORAL,Actif,347531,41,24,26,11/08/2023,1,3,SOIR SEMAINE,0,6,08/03/2023,19:02:00,Homme,49,2,"Le restaurant est un peu vieillissant. Le personnel fait son travail et est courtois avec les clients, mais il n'y a pas plus d'interactions que ça.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
334,334,août-23,BELLE-EPINE,COMPAGNIE,DO_5,NORD,R_29,PARIS EST,Actif,347594,41,115,28,11/08/2023,1,2,SOIR SEMAINE,0,6,08/01/2023,19:10:00,Femme,45,1,J'apprécie le service et le plat consommé. Je me régale.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18,18,sept.-23,PARIS CAULAINCOURT,COMPAGNIE,DO_5,NORD,R_28,PARIS NORMANDIE,Actif,347729,42,8,29,15/09/2023,1,2,WE FAMILLE,0,6,09/09/2023,12:05:00,Femme,37,2,"Le restaurant était conforme à mes attentes globalement. Le personnel que j'ai rencontré était sympathique, la nourriture était bonne, et le cadre était agréable. J'ai passé un bon moment ainsi que ma fille.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17,17,avr.-23,LE MANS LA MILESSE,COMPAGNIE,DO_5,SUD,R_31,OUEST,Actif,346673,37,7,27,18/04/2023,1,2,MIDI SEMAINE,1,6,4/14/2023,12:15:00,Femme,65,2,"Le restaurant, bien situé, est globalement bien tenu. Les plats sont bien mis en valeur avant les caisses. Un bon suivi est assuré pour compléter les buffets et aussi pour nettoyer les tables vides. Le personnel est accueillant. Les chaises sont confortables. Le goût des plats est correct malgré ma viande qui est froide.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,21,sept.-23,TOULOUSE LABEGE,COMPAGNIE,DO_1,SUD,R_26,GRAND SUD EST,Actif,347715,42,10,24,15/09/2023,1,2,WE FAMILLE,0,6,09/09/2023,19:24:00,Homme,51,2,"Le personnel est très aimable, surtout la personne qui sert le plat chaud. J'apprécie particulièrement la variété et le choix des plats. Le restaurant est propre, avec un agencement agréable.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47,47,sept.-23,DUNKERQUE,COMPAGNIE,DO_2,NORD,R_25,NORD LITTORAL,Actif,347806,42,24,26,20/09/2023,1,3,WE FAMILLE,0,6,9/16/2023,19:00:00,Homme,51,3,"J'ai été très bien accueilli par une équipe très aimable et souriante. Le restaurant était globalement propre. Mon plat était bon et chaud. Par contre, les toilettes n'étaient vraiment pas très propres et pas bien entretenues, c'est dommage.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,15,sept.-23,BRETIGNY,COMPAGNIE,DO_5,NORD,R_29,PARIS NORMANDIE,Actif,347700,42,6,29,15/09/2023,1,2,WE FAMILLE,0,6,09/09/2023,12:00:00,Femme,40,3,"Le restaurant est propre et bien entretenu. Le personnel est, dans l'ensemble, courtois. Mon plat ne m'apporte pas satisfaction, car il manque de cuisson. Même après avoir demandé à le faire recuire, je dois en laisser une partie qui est encore crue.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
334,334,sept.-23,BELLE-EPINE,COMPAGNIE,DO_5,NORD,R_29,PARIS EST,Actif,347721,42,115,28,15/09/2023,1,2,WE FAMILLE,0,6,09/09/2023,19:00:00,Femme,50,3,"Le restaurant manque d'entretien, notamment dans les toilettes. L'offre n'est pas très variée aux buffets.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
534,534,sept.-23,MANOSQUE 2,FRANCHISE,DO_6,SUD,R_13,CENTRE EST,Actif,347725,42,151,23,15/09/2023,1,2,WE FAMILLE,0,6,09/09/2023,12:10:00,Homme,43,2,"Le personnel est sympathique, accueillant, aimable et courtois.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17,17,sept.-23,LE MANS LA MILESSE,COMPAGNIE,DO_5,SUD,R_31,OUEST,Actif,347701,42,7,27,15/09/2023,1,3,WE FAMILLE,0,6,09/09/2023,19:00:00,Homme,37,2,Le restaurant est agréable du fait qu'il soit rénové. Le personnel rencontré est souriant et professionnel.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
